initials;initials-all;full-name;first-name;last-name;action-object;description;date-of-birth
AB;AB;Antonio Banderas;Antonio;Banderas;;Spanish actor;1960-08-10
AB;ALB;Amanda Bynes;Amanda;Bynes;;American actress;1986-04-03
AB;AB;Abigail Breslin;Abigail;Breslin;;American actress;1996-04-14
AB;AB;Andrea Bocelli;Andrea;Bocelli;;Italian tenor;1958-09-22
AB;AB;Adrien Brody;Adrien;Brody;;Actor;1973-04-14
AB;AB;Aloe Blacc;Aloe;Blacc;;American soul singer, rapper and musician;1979-01-07
AB;AB;Anne Boleyn;Anne;Boleyn;;Second wife of Henry VIII of England;
AB;AB;Alison Brie;Alison;Brie;;American actress;1982-12-29
AB;AB;Ashley Benson;Ashley;Benson;;American actress and model;1989-12-18
AB;AB;Adam Brody;Adam;Brody;;American actor;1979-12-15
AB;AB;Amitabh Bachchan;Amitabh;Bachchan;;Film actor;1942-10-11
AB;AB;Alexis Bledel;Alexis;Bledel;;American actress;1981-09-16
AB;AVB;Armin Buuren;Armin;Buuren;;Dutch DJ;1995-12-23
AB;AB;Asa Butterfield;Asa;Butterfield;;English actor;1997-04-01
AB;AB;Anthony Bourdain;Anthony;Bourdain;;Chef and food writer;1956-06-25
AB;AB;Austin Butler;Austin;Butler;;American actor and singer;1991-08-17
AB;AB;Adam Baldwin;Adam;Baldwin;;Actor;1962-02-27
AB;AB;Angelique Boyer;Angelique;Boyer;;Mexican actor, singer ans model;1988-07-04
AB;ABB;Anders Breivik;Anders;Breivik;;self-admitted perpetrator of 2011 Norway attacks;1979-02-13
AB;AB;Abhishek Bachchan;Abhishek;Bachchan;;Indian actor;1976-01-01
AB;AB;Angela Bassett;Angela;Bassett;;American actor;1958-08-16
AB;AB;Annette Bening;Annette;Bening;;Actress;1958-05-29
AB;AB;Ali Bastian;Ali;Bastian;;British actor;1982-02-27
AB;AB;Ashlynn Brooke;Ashlynn;Brooke;;American pornographic actor;1985-08-14
AB;AB;Anne Bonny;Anne;Bonny;;Female pirate;1702-03-08
AB;AB;Adulyadej Bhumibol;Adulyadej;Bhumibol;;King of Thailand;1927-12-05
AB;AB;Andrew Biersack;Andrew;Biersack;;Actor, singer-lyricist;1991-12-26
AC;AC;Al Capone;Al;Capone;;;1899-01-17
AC;AMC;Agatha Christie;Agatha;Christie;;English author;1890-09-15
AC;AC;Albert Camus;Albert;Camus;;Algerian-French author and philosopher;1913-11-07
AC;ANC;Avram Chomsky;Avram;Chomsky;;linguist, psychologist, and activist;1928-12-07
AC;AC;Andrew Cuomo;Andrew;Cuomo;;;1957-12-06
AC;AC;Aleister Crowley;Aleister;Crowley;;poet, mountaineer, occultist;1875-10-12
AC;AC;Antonio Cesaro;Antonio;Cesaro;;Professional wrestler;1980-12-27
AC;AC;Andrew Carnegie;Andrew;Carnegie;;American businessman and philanthropist;1835-11-25
AC;AC;Auguste Comte;Auguste;Comte;;French philosopher;1798-01-19
AC;APC;Anton Chekhov;Anton;Chekhov;;Doctor, short-story writer, playwright;1860-01-29
AC;AC;Abbie Cornish;Abbie;Cornish;;Australian actress;1982-08-07
AC;AC;Anderson Cooper;Anderson;Cooper;;American journalist and author;1967-06-03
AC;AC;Adam Copeland;Adam;Copeland;;Professional wrestler;1973-10-30
AC;AC;Arthur Clarke;Arthur;Clarke;;British and Sri Lankan writer and inventor;1917-12-16
AC;AC;Aaron Carter;Aaron;Carter;;American actor and singer;1987-12-07
AC;AC;Alan Cumming;Alan;Cumming;;Scottish actor;1965-01-27
AC;AC;Adriano Celentano;Adriano;Celentano;;Italian entertainer;1931-01-06
AC;AC;Ashley Cole;Ashley;Cole;;Footballer;1980-12-20
AC;AHC;Ann Coulter;Ann;Coulter;;author, political commentator;1961-12-08
AC;AC;Alexa Chung;Alexa;Chung;;English television presenter;1983-11-05
AC;AC;Asia Carrera;Asia;Carrera;;American pornographic actress;1973-08-06
AC;AC;Anne Curtis;Anne;Curtis;;Filipino actor and model;1985-02-17
AC;ABC;Ana Contreras;Ana;Contreras;;Mexican actor and singer;1986-12-24
AC;AC;Antonio Conte;Antonio;Conte;;Italian footballer and manager;1969-07-31
AC;ARC;Andrei Chikatilo;Andrei;Chikatilo;;Mass murderer;1936-10-16
AC;AC;Aditya Chopra;Aditya;Chopra;;Indian film producer, screenwriter and director;1971-05-21
AC;AC;Anna Camp;Anna;Camp;;Actress;1987-09-27
AC;AC;Anna Chlumsky;Anna;Chlumsky;;American actress;1980-12-03
AC;AC;Anders Celsius;Anders;Celsius;;Swedish astronomer;1701-11-27
AC;AC;Anthony Carelli;Anthony;Carelli;;Canadian professional wrestler;1979-03-14
AD;AICD;Arthur Doyle;Arthur;Doyle;;Scottish author of Sherlock Holmes;1859-05-22
AD;AD;Adam Driver;Adam;Driver;;American actor;1983-11-19
AD;AD;Alighieri Dante;Alighieri;Dante;;Italian poet;
AD;AD;Alexandra Daddario;Alexandra;Daddario;;Actress;1986-03-16
AD;AYD;Angela Davis;Angela;Davis;;American political activist;1944-01-26
AD;AD;Alexandre Dumas;Alexandre;Dumas;;List of French authors;1802-07-24
AD;AD;Alan Davies;Alan;Davies;;Comedian;1972-03-06
AD;AD;Alain Delon;Alain;Delon;;Actor;1935-11-08
AD;AD;Albert Dupontel;Albert;Dupontel;;Actor;1964-01-11
AD;AD;Ajay Devgn;Ajay;Devgn;;Indian actor;1969-04-02
AD;AD;Alexis Denisof;Alexis;Denisof;;Actor;1966-02-25
AD;AD;Ava Devine;Ava;Devine;;American pornographic actress;1974-01-22
AD;AD;Angie Dickinson;Angie;Dickinson;;Actress;1931-09-30
AD;AD;Ann Dunham;Ann;Dunham;;Anthropologist; mother of Barack Obama;1942-11-29
AD;AD;Amy Dumas;Amy;Dumas;;Professional wrestler; musician;1975-04-14
AD;AD;Anthony Davis;Anthony;Davis;;American basketball player;1993-03-11
AD;AD;Alexandre Desplat;Alexandre;Desplat;;French composer;1961-08-23
AD;AD;Ahmad Dhani;Ahmad;Dhani;;Indonesian singer;1972-05-26
AD;APD;Adam DeVine;Adam;DeVine;;Actor, comedian, writer;
AD;AD;Abhay Deol;Abhay;Deol;;Indian actor;1976-03-15
AD;AD;Ann Delta;Ann;Delta;;Australian pop singer and actress;1984-11-09
AD;AD;Alfred Dreyfus;Alfred;Dreyfus;;French military officer;1859-10-09
AD;AD;Aliko Dangote;Aliko;Dangote;;Nigerian billionaire entrepreneur;1957-04-10
AD;AD;Anne Duff;Anne;Duff;;English actress;1970-10-08
AD;AD;Andy Dick;Andy;Dick;;American comedian;1965-12-21
AD;AD;Agyness Deyn;Agyness;Deyn;;English model;1983-02-16
AD;AD;Ahmed Deedat;Ahmed;Deedat;;writer and orator;1918-07-01
AD;AD;Angel Dark;Angel;Dark;;Slovak actor and model;1982-04-18
AD;AD;Alexa Davalos;Alexa;Davalos;;actress;1982-05-28
AD;AD;Alesha Dixon;Alesha;Dixon;;Singer, songwriter, model, dancer,;1978-10-07
AE;AE;Albert Einstein;Albert;Einstein;;Physicist;
AE;AME;Amelia Earhart;Amelia;Earhart;;American aviator;1897-07-24
AE;AE;Adolf Eichmann;Adolf;Eichmann;;Nazi SS officer who played a key role in the Holocaust;1906-03-19
AE;AE;Ansel Elgort;Ansel;Elgort;;Actor, model, DJ;1994-03-14
AE;AE;Alice Eve;Alice;Eve;;Actress;1982-02-06
AE;AEE;Aaron Eckhart;Aaron;Eckhart;;American actor;1968-03-12
AE;AE;Adriana Esteves;Adriana;Esteves;;Actor;1969-12-15
AE;AE;Abby Elliott;Abby;Elliott;;American actor and comedian;1987-06-16
AE;AE;Angelo Errichetti;Angelo;Errichetti;;American Politician and criminal;1928-09-29
AE;AE;Anthony Edwards;Anthony;Edwards;;Actor;1962-07-19
AE;AE;Arthur Eddington;Arthur;Eddington;;English Astrophysicist;1882-12-28
AE;AE;Alice Englert;Alice;Englert;;Australian actress;1994-08-15
AE;AE;Anita Ekberg;Anita;Ekberg;;Actress, model;1931-09-29
AE;AE;Alex Ebert;Alex;Ebert;;American singer;1978-01-01
AE;AE;Alden Ehrenreich;Alden;Ehrenreich;;American actor;1989-11-22
AE;AE;Anthony Eden;Anthony;Eden;;British politician & Conservative prime minister;1897-06-12
AE;AFE;Abdel el-Sisi;Abdel;el-Sisi;;Egyptian General and Defense Minister;1954-11-19
AE;AE;Auguste Escoffier;Auguste;Escoffier;;French chef, restaurateur, and culinary writer;1846-10-28
AE;AE;Angie Everhart;Angie;Everhart;;American actor and model;1969-09-07
AE;AE;Anke Engelke;Anke;Engelke;;German actor;1965-12-21
AE;AE;Alison Eastwood;Alison;Eastwood;;Actress, film director, model;1972-05-22
AE;AE;Alice Evans;Alice;Evans;;Actress;1968-08-02
AE;AE;Ari Emanuel;Ari;Emanuel;;American businessman;1961-03-29
AE;AE;Albert Espinosa;Albert;Espinosa;;Spanish screenwriter, playwright, writer, actor and director;1973-11-05
AE;AE;Albert Ellis;Albert;Ellis;;American psychologist;1913-09-27
AE;AE;Atom Egoyan;Atom;Egoyan;;film director, screenwriter, film producer;1960-07-19
AE;AE;Andrea Elson;Andrea;Elson;;American actress;1969-03-06
AE;AE;Adrian Edmondson;Adrian;Edmondson;;British comedian;1957-01-24
AE;AE;Alfred Enoch;Alfred;Enoch;;British actor;1988-12-02
AE;AJE;Arthur Evans;Arthur;Evans;;English archaeologist;1851-07-08
AS;ARS;Adam Sandler;Adam;Sandler;;American comedian, producer, and musician;1966-09-09
AS;AS;Arnold Schwarzenegger;Arnold;Schwarzenegger;;Austrian-American bodybuilder, actor, politician;1947-07-30
AS;AS;Amanda Seyfried;Amanda;Seyfried;;American actress and model;1985-12-03
AS;AS;Adam Smith;Adam;Smith;;Scottish philosopher and economist;
AS;AS;Alyssa Sutherland;Alyssa;Sutherland;;Australian actress and model;1982-09-23
AS;ANS;Anna Smith;Anna;Smith;;Model and actress;1967-11-28
AS;AS;Ayrton Senna;Ayrton;Senna;;Brazilian racing driver and triple Formula One List of Formula One World Drivers' Champions;1960-03-21
AS;AS;Anthony Santos;Anthony;Santos;;American musician;1981-07-21
AS;AS;Arijit Singh;Arijit;Singh;;Singer;1987-04-25
AS;AS;Andy Samberg;Andy;Samberg;;American comedian;1978-08-18
AS;AS;Arthur Schopenhauer;Arthur;Schopenhauer;;German philosopher;1788-02-22
AS;AS;Anderson Silva;Anderson;Silva;;Brazilian martial artist;1975-04-14
AS;AS;Anushka Sharma;Anushka;Sharma;;Indian actor;1988-05-01
AS;AS;Albert Speer;Albert;Speer;;German architect and minister for armaments;1905-03-19
AS;AS;Alicia Silverstone;Alicia;Silverstone;;Actor;1976-10-04
AS;AS;Amrita Singh;Amrita;Singh;;Indian actor;1958-02-09
AS;ASS;Aziz Shavershian;Aziz;Shavershian;;Bodybuilder;1989-03-24
AS;AS;Adelina Sotnikova;Adelina;Sotnikova;;Russian figure skater;1996-07-01
AS;AS;Amy Smart;Amy;Smart;;American actress, model;1976-03-26
AS;AS;Alyson Stoner;Alyson;Stoner;;Actress, dancer;1993-08-11
AS;AS;Adam Scott;Adam;Scott;;American actor;1973-04-03
AS;AS;Atticus Shaffer;Atticus;Shaffer;;American actor;1998-06-19
AS;AHS;Aaron Swartz;Aaron;Swartz;;American computer programmer and writer;1986-11-08
AS;AS;Assata Shakur;Assata;Shakur;;American activism;1947-07-16
AS;AS;Anna Soubry;Anna;Soubry;;British politician;1956-12-07
AS;AS;Anushka Shetty;Anushka;Shetty;;Actor;1981-11-07
AS;AS;Andy Serkis;Andy;Serkis;;British actor;1964-04-20
AS;AS;Andrew Scott;Andrew;Scott;;Irish actor;1976-10-21
AS;AMS;Andriy Shevchenko;Andriy;Shevchenko;;Ukrainian footballer;1976-09-29
AS;AS;Alejandro Sanz;Alejandro;Sanz;;Spanish singer;1968-12-18
AG;AG;Ariana Grande;Ariana;Grande;;Actress, singer and dancer;1993-06-26
AG;AG;Antoine Griezmann;Antoine;Griezmann;;Footballer;1991-03-21
AG;AG;Anna Gunn;Anna;Gunn;;American actor;1968-08-11
AG;AG;Allen Ginsberg;Allen;Ginsberg;;poet, activist, essayist;1926-06-03
AG;AG;Albert Gore;Albert;Gore;;45th Vice President of the United States;1948-03-31
AG;AMG;Ashley Greene;Ashley;Greene;;American actress;1987-02-21
AG;AG;Ava Gardner;Ava;Gardner;;American actress;1922-12-24
AG;AG;Aidan Gillen;Aidan;Gillen;;Actor;1968-04-24
AG;AG;Antonio Gramsci;Antonio;Gramsci;;Writer, politician, political theorist, linguist and Marxist philosopher;1891-01-22
AG;AG;Amparo Grisales;Amparo;Grisales;;Actor;1528-09-19
AG;ASG;Andrew Griffith;Andrew;Griffith;;American actor;1926-06-01
AG;AG;Alec Guinness;Alec;Guinness;;English actor;1914-04-02
AG;AG;Alexander Gustafsson;Alexander;Gustafsson;;Swedish mixed martial artist;1987-01-15
AG;AG;Ana Gabriel;Ana;Gabriel;;Mexican singer;1955-12-10
AG;AIG;Arthur Garfunkel;Arthur;Garfunkel;;American singer-songwriter;1941-11-05
AG;AG;Adrian Grenier;Adrian;Grenier;;Actor, director, producer, musician;1976-07-10
AG;AG;Alan Greenspan;Alan;Greenspan;;American economist;1926-03-06
AG;ALG;Amon Goeth;Amon;Goeth;;Nazi war criminal;1908-12-11
AG;AG;Arnab Goswami;Arnab;Goswami;;Indian news anchor;
AG;AG;Andy Gibb;Andy;Gibb;;British singer;1958-03-05
AG;AG;Annie Girardot;Annie;Girardot;;French actress;1931-10-25
AG;AG;Al Ghazali;Al;Ghazali;;;1058-01-01
AG;AG;Ariadna Gil;Ariadna;Gil;;Spanish actor;1969-01-23
AG;AG;Al Green;Al;Green;;Reverend, Singing;1946-04-13
AG;AG;Alberto Giacometti;Alberto;Giacometti;;Swiss artist;1901-10-10
AG;AG;Aimee Garcia;Aimee;Garcia;;American actor;1978-11-28
AG;AG;Adam Goldberg;Adam;Goldberg;;Actor;1970-10-25
AG;AG;Artemisia Gentileschi;Artemisia;Gentileschi;;Italian painter;1593-07-08
AG;AG;Amy Grant;Amy;Grant;;American musician;1960-11-25
AG;AG;Adam Gontier;Adam;Gontier;;Former lead singer and songwriter of Three Days grace;1978-05-25
AH;AH;Adolf Hitler;Adolf;Hitler;;Führer of the National Socialist German Workers Party; Reichskanzler of Germany;1889-04-20
AH;AH;Audrey Hepburn;Audrey;Hepburn;;actress;1929-05-04
AH;AH;Amber Heard;Amber;Heard;;American actress and model;1986-04-22
AH;AJH;Alfred Hitchcock;Alfred;Hitchcock;;British film director and film producer;1899-08-13
AH;AH;Anne Hathaway;Anne;Hathaway;;American actress;1982-11-12
AH;AH;Anthony Hopkins;Anthony;Hopkins;;Actor;1937-12-31
AH;AH;Alyson Hannigan;Alyson;Hannigan;;Actor;1974-03-24
AH;AH;Alice Herz-Sommer;Alice;Herz-Sommer;;Pianist;1903-11-26
AH;AH;Anne Heche;Anne;Heche;;American actress;1969-05-25
AH;AH;Aldous Huxley;Aldous;Huxley;;Writer; author;1894-07-26
AH;AH;Alexander Hamilton;Alexander;Hamilton;;Founding Fathers of the United States;
AH;AH;Aaron Hernandez;Aaron;Hernandez;;All-American college football player, professional football player, tight end;1989-11-06
AH;AH;Arsenio Hall;Arsenio;Hall;;Actor, comedian;1956-02-12
AH;AH;Angie Harmon;Angie;Harmon;;American actress;1972-08-10
AH;AH;Anjelica Huston;Anjelica;Huston;;Actress;1951-07-08
AH;AVH;Alexander Humboldt;Alexander;Humboldt;;Prussian naturalist, explorer;1769-09-14
AH;AH;Adam Hills;Adam;Hills;;Australian comedian;1970-07-10
AH;AH;Ace Hood;Ace;Hood;;American rapper;1988-05-11
AH;AH;Armie Hammer;Armie;Hammer;;American actor;1986-08-28
AH;AH;Alex Haley;Alex;Haley;;African American biographer, screenwriter, and novelist;1921-08-11
AH;AH;Alexandra Hedison;Alexandra;Hedison;;American actress;1969-07-10
AH;AH;Alois Hitler;Alois;Hitler;;father of Adolf Hitler;1837-06-07
AH;AH;Alan Hale;Alan;Hale;;Actor;1921-03-08
AH;AH;Angel Haze;Angel;Haze;;Rapper;1991-07-10
AH;AH;Allie Haze;Allie;Haze;;Pornographic film actor;1987-05-10
AH;AH;Albert Hofmann;Albert;Hofmann;;Swiss chemist;1906-01-11
AH;AH;Ali Hirsi;Ali;Hirsi;;Dutch list of feminists;1969-11-13
AH;AH;Arianna Huffington;Arianna;Huffington;;American journalist;1950-07-15
AH;AH;Anne Helm;Anne;Helm;;Actress and writer;1938-09-12
AH;AH;Anne Hidalgo;Anne;Hidalgo;;French politician;1959-06-19
AN;ABN;Alfred Nobel;Alfred;Nobel;;Chemist, engineer and inventor of dynamite;1833-10-21
AN;AN;Alessandro Nivola;Alessandro;Nivola;;American actor;1972-06-28
AN;AN;Alessandro Nesta;Alessandro;Nesta;;Italian footballer;1976-03-19
AN;AN;Akkineni Nagarjuna;Akkineni;Nagarjuna;;Indian actor;1959-08-29
AN;AN;Amaury Nolasco;Amaury;Nolasco;;Puerto rican actor;1970-12-24
AN;AN;Anne Neville;Anne;Neville;;;1456-06-11
AN;AN;Alexei Navalny;Alexei;Navalny;;Russian anti-corruption activist;1976-06-04
AN;AN;Alexa Nikolas;Alexa;Nikolas;;Actress;1992-04-04
AN;AN;Alex Newell;Alex;Newell;;American singer;1992-08-02
�N;�N;� Ngô;�;Ngô;;President of the Republic of Vietnam;1901-01-03
AN;AN;Anna Netrebko;Anna;Netrebko;;Singer;1971-09-18
AN;AN;Austin Nichols;Austin;Nichols;;Actor;1980-04-24
AN;AN;Andreas Nahles;Andreas;Nahles;;German politician;1970-06-20
AN;AN;Anne Nivat;Anne;Nivat;;French war correspondent;1969-06-18
AN;AN;Adela Noriega;Adela;Noriega;;Mexican actor;1969-10-24
AN;AN;Aziz Nesin;Aziz;Nesin;;turkish writer;1915-12-20
AN;AN;Andrew Napolitano;Andrew;Napolitano;;American judge;1950-06-06
AN;AN;Alok Nath;Alok;Nath;;Indian actor;1956-07-10
AN;AN;Amado Nervo;Amado;Nervo;;Mexican poet and diplomat;1870-08-27
AN;AN;Alexandra Neldel;Alexandra;Neldel;;German actress;1976-02-11
AN;AN;Antonio Nocerino;Antonio;Nocerino;;Italian footballer;1985-04-09
AN;AN;Andrew Neil;Andrew;Neil;;;1949-05-21
AN;AN;Asha Negi;Asha;Negi;;Indian actress;
AN;AN;Andy Nicholson;Andy;Nicholson;;British musician;
AN;AN;Amber Nash;Amber;Nash;;American actor;
AN;AN;Aaron Neville;Aaron;Neville;;American musician;1941-01-24
AN;AN;Adrian Newey;Adrian;Newey;;British Formula One designer;1958-12-26
AN;AN;Andrew Niccol;Andrew;Niccol;;;1960-01-01
AN;AN;Alexander Nevsky;Alexander;Nevsky;;Russian Orthodox saint;1220-05-30
AN;AN;Aditya Narayan;Aditya;Narayan;;Indian and Nepalese actor, singer;1987-08-06
BO;BO;Barack Obama;Barack;Obama;;American politician, 44th President of the United States;1961-08-04
BO;BO;Bob Odenkirk;Bob;Odenkirk;;American actor and comedian;1962-10-22
BO;BO;Bree Olson;Bree;Olson;;Pornographic actor;1986-10-07
BO;BO;Bill O'Reilly;Bill;O'Reilly;;Political commentator;1949-09-10
BO;BO;Barack Obama;Barack;Obama;;;1936-06-18
BO;BO;Barack Obama;Barack;Obama;;U.S. President; U.S. Senator from Illinois;1961-08-04
BO;BO;Billy Ocean;Billy;Ocean;;Singer-songwriter;1950-01-21
BO;BO;Barret Oliver;Barret;Oliver;;American child actor and photographer;1973-08-24
BO;BO;Benjamin Orr;Benjamin;Orr;;American musician;1947-09-08
BO;BO;Buck Owens;Buck;Owens;;American musician;1929-08-12
BO;BO;Bob Orton;Bob;Orton;;Professional wrestler;1950-11-10
BO;BO;Brian Orser;Brian;Orser;;Retired Canadian professional figure skater;1961-12-18
BO;BO;Buzz Osborne;Buzz;Osborne;;Singer, Musician, Producer;1964-01-01
BO;BO;Brendan Ocarroll;Brendan;Ocarroll;;Irish actor and comedian;1955-09-15
BO;BO;Bob Ong;Bob;Ong;;;
BO;BO;Beth Orton;Beth;Orton;;British musician;1970-12-14
BO;BO;Brian Odriscoll;Brian;Odriscoll;;Rugby player;1979-01-21
BO;BO;Bryan Oviedo;Bryan;Oviedo;;Footballer;1990-02-18
BO;BO;Bernardo Ohiggins;Bernardo;Ohiggins;;Supree Director of Chile;1778-08-20
BO;BO;Britne Oldford;Britne;Oldford;;Actress;
BO;BO;Beverley Owen;Beverley;Owen;;American actor;1937-05-13
BO;BSO;Bilal Oliver;Bilal;Oliver;;American singer-songwriter, musician and producer.;1979-08-23
BO;BO;Bill Owen;Bill;Owen;;British actor;1914-03-14
BO;BO;Bill Oddie;Bill;Oddie;;Actor, writer, composer, musician, comedian, Ornithology;1941-07-07
BO;BO;Berry Oakley;Berry;Oakley;;American bass guitarist;1948-04-04
BO;BO;Brian Orakpo;Brian;Orakpo;;All-American college football player, professional football player, linebacker;1986-07-31
BO;BO;Bouy Ouasim;Bouy;Ouasim;;Netherlands Midfield;
BO;BO;Brooks Orpik;Brooks;Orpik;;American ice hockey player;1980-09-26
BO;BO;Betty Ong;Betty;Ong;;Flight attendant;1956-02-05
BO;BO;Bradley Orr;Bradley;Orr;;Footballer;1982-11-01
BA;BA;Ben Affleck;Ben;Affleck;;American Actor;
BA;BA;Barkhad Abdi;Barkhad;Abdi;;Somali-American actor, film director, producer;1985-04-10
BA;BA;Bashar Assad;Bashar;Assad;;Syrian president;1965-09-11
BA;BGA;Bryan Adams;Bryan;Adams;;Canadian rock singer-songwriter;1959-11-05
BA;BJA;Billie Armstrong;Billie;Armstrong;;Singer; Guitarist; Punk rock Musician;1972-02-17
BA;BA;Benigno Aquino;Benigno;Aquino;;Filipino politician;1960-02-08
BA;BA;Buzz Aldrin;Buzz;Aldrin;;Astronaut Fighter pilot;1930-01-20
BA;BA;Brian Acton;Brian;Acton;;Internet entrepreneur;1972-01-01
BA;BA;Bernard Arnault;Bernard;Arnault;;French business magnate;1949-03-05
BA;BA;Benedict Arnold;Benedict;Arnold;;Continental and British Army general;1741-01-14
BA;BA;Bronson Action;Bronson;Action;;Musician;1983-12-02
BA;BA;Beatrice Arthur;Beatrice;Arthur;;actress, singer, comedian;1922-05-13
BA;BA;Berat Albayrak;Berat;Albayrak;;Turkish businessman;
BA;BA;Benny Andersson;Benny;Andersson;;Swedish musician;1946-12-16
BA;BA;Brenda Asnicar;Brenda;Asnicar;;actress, singer, model;1991-10-17
BA;BA;Buck Angel;Buck;Angel;;American pornographic actor;1972-06-05
BA;BA;Benigno Aquino;Benigno;Aquino;;Filipino politician;1932-11-27
BA;BA;Brian Adams;Brian;Adams;;Professional wrestler;1964-04-14
BA;BA;Blake Anderson;Blake;Anderson;;actor, comedian, writer;1984-06-16
BA;BA;Bruno Alves;Bruno;Alves;;Portuguese footballer;1981-11-27
BA;BA;Bill Ayers;Bill;Ayers;;American elementary school;1944-12-26
BA;BA;Bruna Abdalah;Bruna;Abdalah;;Model and actor;
BA;BA;Biagio Antonacci;Biagio;Antonacci;;Italian singer;1963-11-09
BA;BA;Ben Adams;Ben;Adams;;English singer, songwriter and record producer;1981-11-22
BA;BA;Brooke Ashley;Brooke;Ashley;;American pornographic actor;1973-05-05
BA;BA;Brooke Adams;Brooke;Adams;;American female model and professional wrestler;1984-12-04
BA;BA;Brad Ausmus;Brad;Ausmus;;American baseball player;1969-04-14
BA;BA;Bud Abbott;Bud;Abbott;;Actor, comedian;1895-10-02
BA;BA;Bea Alonzo;Bea;Alonzo;;Filipina film and television actress, and singer;1963-10-17
BA;BA;Blythe Auffarth;Blythe;Auffarth;;American actor;
BB;BB;Brigitte Bardot;Brigitte;Bardot;;French actress; animal welfare activist;1934-09-28
BB;BB;Bertolt Brecht;Bertolt;Brecht;;German poet, playwright, and theatre director;1898-02-10
BB;BBB;Bam Bigelow;Bam;Bigelow;;American professional wrestler;1961-09-01
BB;BB;Ben Bernanke;Ben;Bernanke;;American economist;1953-12-13
BB;BB;Beau Bridges;Beau;Bridges;;Actor;1941-12-09
BB;BB;Benjamin Banneker;Benjamin;Banneker;;African-American almanac author, surveyor, scientist, farmer;1731-11-09
BB;BB;Beth Behrs;Beth;Behrs;;American actress;1985-12-26
BB;BB;Benjamin Bratt;Benjamin;Bratt;;American actor;1963-12-16
BB;BB;Bipasha Basu;Bipasha;Basu;;Film actress, model;1979-01-07
BB;BB;Betsy Brandt;Betsy;Brandt;;American actor;1973-11-14
BB;BB;Boris Becker;Boris;Becker;;former List of ATP number 1 ranked players;1967-11-22
BB;BB;Buff Bagwell;Buff;Bagwell;;professional wrestler and actor;1970-01-10
BB;BB;Benazir Bhutto;Benazir;Bhutto;;12th & 16th Prime Minister of Pakistan;1953-06-21
BB;BB;Billy Beane;Billy;Beane;;American baseball player;1962-03-29
BB;BB;Bo Burnham;Bo;Burnham;;Singer–songwriter, actor, rapper, comedian;1990-08-21
BB;BB;Bob Barker;Bob;Barker;;American game show host;1923-12-12
BB;BB;Burt Bacharach;Burt;Bacharach;;American musician;1928-05-12
BB;BB;Blake Bortles;Blake;Bortles;;American football player;1991-12-16
BB;BB;Barbara Bush;Barbara;Bush;;First Lady of the United States;1925-06-08
BB;BB;Briana Banks;Briana;Banks;;pornographic actor;1978-05-21
BB;BB;Bob Balaban;Bob;Balaban;;American actor and director;1945-08-16
BB;BB;Barbara Bach;Barbara;Bach;;Actress;1947-08-27
BB;BB;Bill Burr;Bill;Burr;;American actor and comedian;1968-06-10
BB;BB;Bernardo Bertolucci;Bernardo;Bertolucci;;Film director;1940-03-16
BB;BB;Brooke Burke;Brooke;Burke;;American actor and model;1971-09-08
BB;BLB;Barry Bonds;Barry;Bonds;;American baseball player;1964-07-24
BB;BB;Bonnie Bedelia;Bonnie;Bedelia;;American actress;1948-03-03
